source_path,destination_path,git_blob_sha,disposition,reason,category,boundary_cleanup
"models/common/llm_runtime/output_reader.py","src/tt_transformers/llm_runtime/output_reader.py","2635a5b5117ecff139570624830ecf93c3e30df3","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/paged_kv_cache.py","src/tt_transformers/llm_runtime/paged_kv_cache.py","ad4e774390d0ee09ee76f56133f070aca176870b","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/config.py","src/tt_transformers/llm_runtime/prefill/config.py","ffe15b61d0446a0712cf6a744a4fa7a43f784027","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/inputs.py","src/tt_transformers/llm_runtime/prefill/inputs.py","edf86ca70500bd543f5d6878ac72fee51f61170d","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/plan.py","src/tt_transformers/llm_runtime/prefill/plan.py","fa0c05779aae434f288ace93415cb2f3b71474cf","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/postprocess.py","src/tt_transformers/llm_runtime/prefill/postprocess.py","c7ab39d4803fc0be6b13356094a32970aa80afb1","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/README.md","src/tt_transformers/llm_runtime/prefill/README.md","176e4e5a4f517aa3760bea30c85333d03f812e8e","renamed","Move runtime documentation with the standalone runtime and rewrite source-repository paths.","production_documentation","true"
"models/common/llm_runtime/prefill/result_collector.py","src/tt_transformers/llm_runtime/prefill/result_collector.py","03df6a1828f4678ed43f2a0820ed38eb537c35fb","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/runtime.py","src/tt_transformers/llm_runtime/prefill/runtime.py","1bd3b99ff81774af505e66cc8da8bca84d28d939","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/sampling_helpers.py","src/tt_transformers/llm_runtime/prefill/sampling_helpers.py","7ecdb1c92baf703b59259df69d7bffd1cb6928f3","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/sequence_runner.py","src/tt_transformers/llm_runtime/prefill/sequence_runner.py","1f7523f79faaa9f18208cf3c035341fe444887ee","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/signatures.py","src/tt_transformers/llm_runtime/prefill/signatures.py","6f5449e9a2dfeb9f45831e40dc12c1ec1d949a0b","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/trace.py","src/tt_transformers/llm_runtime/prefill/trace.py","499343b812a421953b163f4d995d6b3e96340b82","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/program_compiler.py","src/tt_transformers/llm_runtime/program_compiler.py","3ac6ef89614f269861505fe2f5789273a108aa02","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/README.md","src/tt_transformers/llm_runtime/README.md","976f63eb3605f48745378343fa93ceeaeec0b966","renamed","Move runtime documentation with the standalone runtime and rewrite source-repository paths.","production_documentation","true"
"models/common/llm_runtime/tensor_resources.py","src/tt_transformers/llm_runtime/tensor_resources.py","16d96d7b6e42d66951307947450181e46a3168dd","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/trace_compiler.py","src/tt_transformers/llm_runtime/trace_compiler.py","fb48777d15eef1595da21029a377b7b46cb361fd","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/tttv2_demo_to_vllm_integration_skill.md","docs/architecture.md","b643ace0dd9fec9b2911cdb1b775d7d5e0512ec1","replaced","Replace the migration-agent workflow with durable standalone architecture documentation.","production_documentation","true"
"models/common/llm_runtime/vllm_adapter.py","src/tt_transformers/llm_runtime/vllm_adapter.py","5ce2eafa479b73734766445971babac25d870845","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/warmup.py","src/tt_transformers/llm_runtime/warmup.py","47b1792045c2152271fe0f74646948b04ef4c1c7","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/metrics.py","tests/support/metrics.py","852f199626702f99517c5ce176b3fb7c8d300e6b","renamed","Retain validation metrics used by module and qualification tests.","qualification_tool","false"
"models/common/models/deepseek_r1_distill_qwen_14b/__init__.py","src/tt_transformers/models/deepseek_r1_distill_qwen_14b/__init__.py","b8a1e5472a85fbca682c39bcd64c02e369c10fc5","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/deepseek_r1_distill_qwen_14b/executor.py","src/tt_transformers/models/deepseek_r1_distill_qwen_14b/executor.py","6c7253d6736d1207fdcbdc224c32c9b38185590c","renamed","Mechanical move of model-owned implementation into the installed concrete-model package. Redirect the legacy aggregate SamplingParams import to the canonical neutral value module.","production_model","true"
"models/common/models/deepseek_r1_distill_qwen_14b/generator.py","src/tt_transformers/models/deepseek_r1_distill_qwen_14b/generator.py","b237ded940235fdd4eb2e025c43dae3076de4d00","renamed","Mechanical move of model-owned implementation into the installed concrete-model package. Replace the runtime import of TTTv1 create_submeshes with tt_transformers.mesh_utils.","production_model","true"
"models/common/models/deepseek_r1_distill_qwen_14b/hf_adaptor.py","src/tt_transformers/models/deepseek_r1_distill_qwen_14b/hf_adaptor.py","c16d1c1fdd37fd3849e3c0213e404e529d2812a3","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/deepseek_r1_distill_qwen_14b/model.py","src/tt_transformers/models/deepseek_r1_distill_qwen_14b/model.py","778f43742e15b7694355a4b90b8003b298920cac","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/deepseek_r1_distill_qwen_14b/README.md","examples/deepseek_r1_distill_qwen_14b/README.md","2a7cb48dc5b11b92e1bf0401e1c58a53a385be71","renamed","Model support and run documentation belongs with the top-level runnable example.","model_documentation","false"
"models/common/models/deepseek_r1_distill_qwen_14b/weight_utils.py","src/tt_transformers/models/deepseek_r1_distill_qwen_14b/weight_utils.py","64c9b1475084931b9ceb07bd40555c77e54910f4","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/executor.py","src/tt_transformers/models/executor.py","bd1d4a8607aa27a75ad63109b046bcc41cd47d11","renamed","Mechanical move of shared model executor implementation into the installed models package.","production_model","false"
"models/common/models/llama3_8b/executor.py","src/tt_transformers/models/llama3_8b/executor.py","298b82dcffa3b7c1f9e9ca28922c71b75f1c1f3b","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/llama3_8b/generator.py","src/tt_transformers/models/llama3_8b/generator.py","45260304cee8d5040eba3a7dc9e832ed48b203f5","renamed","Mechanical move of model-owned implementation into the installed concrete-model package. Replace the runtime import of TTTv1 create_submeshes with tt_transformers.mesh_utils.","production_model","true"
"models/common/models/llama3_8b/hf_adaptor.py","src/tt_transformers/models/llama3_8b/hf_adaptor.py","21e07203e8bcec0810a06614cb8e19d98e0a659f","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/llama3_8b/model.py","src/tt_transformers/models/llama3_8b/model.py","126cd9c95d565ae51c31b5b6d1058cfe131d9e5a","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/llama3_8b/README.md","examples/llama3_8b/README.md","39cdea628ae88776a846c75f6413dea2bf91523d","renamed","Model support and run documentation belongs with the top-level runnable example.","model_documentation","false"
"models/common/models/llama3_executor.py","src/tt_transformers/models/llama3_executor.py","9c84008b6b551a97ed2a156aa1d2a4d8994a457a","renamed","Mechanical move of shared model executor implementation into the installed models package. Redirect the legacy aggregate SamplingParams import to the canonical neutral value module.","production_model","true"
"models/common/models/llama32_1b/__init__.py","src/tt_transformers/models/llama32_1b/__init__.py","06fe9b14b6eba1a6056e3cdf073a20d545dc2c6e","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/llama32_1b/executor.py","src/tt_transformers/models/llama32_1b/executor.py","bf918255415080e3a71b89d87e56aa38ce475901","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/llama32_1b/generator.py","src/tt_transformers/models/llama32_1b/generator.py","bf029d591980d91cb95f9a6ede36f230b9f9aa3f","renamed","Mechanical move of model-owned implementation into the installed concrete-model package. Replace the runtime import of TTTv1 create_submeshes with tt_transformers.mesh_utils.","production_model","true"
"models/common/models/llama32_1b/hf_adaptor.py","src/tt_transformers/models/llama32_1b/hf_adaptor.py","74cc9f22ae53ec5690a24b36209ec5e5eb2a8bdc","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/llama32_1b/model.py","src/tt_transformers/models/llama32_1b/model.py","d75483410bca1cc1e03f53db716f246cc7222040","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/llama32_1b/README.md","examples/llama32_1b/README.md","95ba7b7f0cdf6dadeb337c7c28a2b618933067c8","renamed","Model support and run documentation belongs with the top-level runnable example.","model_documentation","false"
"models/common/models/llama32_1b/weight_utils.py","src/tt_transformers/models/llama32_1b/weight_utils.py","ea28a388ad1a57f3ce349d6a705a2fe5c3a80e81","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/llama32_3b/__init__.py","src/tt_transformers/models/llama32_3b/__init__.py","5f5bdea637c449a32bea9c15bebe956d24991e56","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/llama32_3b/executor.py","src/tt_transformers/models/llama32_3b/executor.py","d74eaaba555b37e7f3b1dae134485125fcf83ca9","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/llama32_3b/generator.py","src/tt_transformers/models/llama32_3b/generator.py","c262fd4d5eb5b0e9803148ec183a1a33af957610","renamed","Mechanical move of model-owned implementation into the installed concrete-model package. Replace the runtime import of TTTv1 create_submeshes with tt_transformers.mesh_utils.","production_model","true"
"models/common/models/llama32_3b/hf_adaptor.py","src/tt_transformers/models/llama32_3b/hf_adaptor.py","fdc00719cc6d98a362c43b0b8f21b07fc877b83a","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/llama32_3b/model.py","src/tt_transformers/models/llama32_3b/model.py","b09216ff3914174114bfafe62962e6fae37af456","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/llama32_3b/README.md","examples/llama32_3b/README.md","70e0ca570bf85fae396a7cb2d2e778b634dba62c","renamed","Model support and run documentation belongs with the top-level runnable example.","model_documentation","false"
"models/common/models/llama32_3b/weight_utils.py","src/tt_transformers/models/llama32_3b/weight_utils.py","b6057db0504f8cb22cfe0496e91040d4cebe1446","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/llama33_70b/__init__.py","src/tt_transformers/models/llama33_70b/__init__.py","a79f99b792f9a4b7a358f347b970b1dc2f30576c","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/llama33_70b/executor.py","src/tt_transformers/models/llama33_70b/executor.py","399b592486ccfc80624ff45d3a70e18c82cc9d8f","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/llama33_70b/generator.py","src/tt_transformers/models/llama33_70b/generator.py","f008838d7725e133d14f9e3f16ccd7f61f827be7","renamed","Mechanical move of model-owned implementation into the installed concrete-model package. Replace the runtime import of TTTv1 create_submeshes with tt_transformers.mesh_utils.","production_model","true"
"models/common/models/llama33_70b/hf_adaptor.py","src/tt_transformers/models/llama33_70b/hf_adaptor.py","a7de941a9c8392290d1c8e90ca8d13963e063d09","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/llama33_70b/model.py","src/tt_transformers/models/llama33_70b/model.py","d3407d05cdc44a2a8f1b43b14ef671be68c65832","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/llama33_70b/README.md","examples/llama33_70b/README.md","2c72085b8529f5dcc219d43590ca39808030b229","renamed","Model support and run documentation belongs with the top-level runnable example.","model_documentation","false"
"models/common/models/llama33_70b/weight_utils.py","src/tt_transformers/models/llama33_70b/weight_utils.py","b06738e0d091e603edc969c75dc1673dce03e9dc","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/mistral_7b/__init__.py","src/tt_transformers/models/mistral_7b/__init__.py","46d7229d41c08259862baf965f34f3ca05e3d313","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/mistral_7b/executor.py","src/tt_transformers/models/mistral_7b/executor.py","57cb9f6021494160a54b0b353a6f8cf3aaca76c1","renamed","Mechanical move of model-owned implementation into the installed concrete-model package. Redirect the legacy aggregate SamplingParams import to the canonical neutral value module.","production_model","true"
"models/common/models/mistral_7b/generator.py","src/tt_transformers/models/mistral_7b/generator.py","0baa7bd8601b087fa999eb5e45ffec992aef7464","renamed","Mechanical move of model-owned implementation into the installed concrete-model package. Replace the runtime import of TTTv1 create_submeshes with tt_transformers.mesh_utils.","production_model","true"
"models/common/models/mistral_7b/hf_adaptor.py","src/tt_transformers/models/mistral_7b/hf_adaptor.py","f60375c6c940367ccb4ed4c27333b056570e1e61","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/mistral_7b/model.py","src/tt_transformers/models/mistral_7b/model.py","52d430686868417fa8f82b42a0005bd2eb7b4529","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/mistral_7b/README.md","examples/mistral_7b/README.md","5033f04b0a379b225fecaa2f308ef29a8c81b877","renamed","Model support and run documentation belongs with the top-level runnable example.","model_documentation","false"
"models/common/models/mistral_7b/weight_utils.py","src/tt_transformers/models/mistral_7b/weight_utils.py","86cbd7d16079849d7eec5b80ce8afe747d91e0bc","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/phi4/__init__.py","src/tt_transformers/models/phi4/__init__.py","332d63f4c12feb7966a02400397a12c269113a12","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/phi4/executor.py","src/tt_transformers/models/phi4/executor.py","0a3c44928e7ac69cd3c7418b4acb88b432d8d975","renamed","Mechanical move of model-owned implementation into the installed concrete-model package. Redirect the legacy aggregate SamplingParams import to the canonical neutral value module.","production_model","true"
"models/common/models/phi4/generator.py","src/tt_transformers/models/phi4/generator.py","06c0888afdb610d02496d3a2a365b25c3c2def67","renamed","Mechanical move of model-owned implementation into the installed concrete-model package. Replace the runtime import of TTTv1 create_submeshes with tt_transformers.mesh_utils.","production_model","true"
"models/common/models/phi4/hf_adaptor.py","src/tt_transformers/models/phi4/hf_adaptor.py","6b44e8fedaac339a646ce306567abeb797ff9e90","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/phi4/model.py","src/tt_transformers/models/phi4/model.py","4f7115b937a05fb0b2aaa0c537afd0a1d6a782b6","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/phi4/README.md","examples/phi4/README.md","dfd61b3e7d996e7b918c4bc5e58d23c39585b3b1","renamed","Model support and run documentation belongs with the top-level runnable example.","model_documentation","false"
"models/common/models/phi4/weight_utils.py","src/tt_transformers/models/phi4/weight_utils.py","898a832065b3608b48664dbb310ce7f5956553bb","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen2_7b/__init__.py","src/tt_transformers/models/qwen2_7b/__init__.py","78dc51889282b317a56ab5d181145ed4aa7527c0","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen2_7b/executor.py","src/tt_transformers/models/qwen2_7b/executor.py","470d04590a60cf54e1e61aeeeda4b61a16d547fb","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen2_7b/generator.py","src/tt_transformers/models/qwen2_7b/generator.py","07d3ea4cb18d5a76d35ca0eb70aae52b50ffc308","renamed","Mechanical move of model-owned implementation into the installed concrete-model package. Replace the runtime import of TTTv1 create_submeshes with tt_transformers.mesh_utils.","production_model","true"
"models/common/models/qwen2_7b/hf_adaptor.py","src/tt_transformers/models/qwen2_7b/hf_adaptor.py","23646bac62a81e0b6f40ead008c84b8cda2a2dd3","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen2_7b/model.py","src/tt_transformers/models/qwen2_7b/model.py","efd949a602147c1826def377bae60435cb15a604","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen2_7b/README.md","examples/qwen2_7b/README.md","b4f461486153f17c35544d5efadd82c458348882","renamed","Model support and run documentation belongs with the top-level runnable example.","model_documentation","false"
"models/common/models/qwen2_7b/weight_utils.py","src/tt_transformers/models/qwen2_7b/weight_utils.py","62ecf0d9cfd14583e96e3b4e946caa3615693395","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen2_executor.py","src/tt_transformers/models/qwen2_executor.py","321d10bd5c1165eecac5ec30d9185d5e1b71321a","renamed","Mechanical move of shared model executor implementation into the installed models package. Redirect the legacy aggregate SamplingParams import to the canonical neutral value module.","production_model","true"
"models/common/models/qwen25_72b/__init__.py","src/tt_transformers/models/qwen25_72b/__init__.py","0ab695204a2a8d6d8f18e8ae6aa9f88bb2094aa2","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen25_72b/executor.py","src/tt_transformers/models/qwen25_72b/executor.py","9403bf17c2529dd3dc317ffa0d3b1e30c8cfba96","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen25_72b/generator.py","src/tt_transformers/models/qwen25_72b/generator.py","050b3e706fc742e5c69a5321e0fb759b8593aa76","renamed","Mechanical move of model-owned implementation into the installed concrete-model package. Replace the runtime import of TTTv1 create_submeshes with tt_transformers.mesh_utils.","production_model","true"
"models/common/models/qwen25_72b/hf_adaptor.py","src/tt_transformers/models/qwen25_72b/hf_adaptor.py","b1d6a9143511bb0b5685b356083facb3deb0b0e5","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen25_72b/model.py","src/tt_transformers/models/qwen25_72b/model.py","88376931fb98218de91614f0b94cf3c9064ffc0a","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen25_72b/README.md","examples/qwen25_72b/README.md","f9197138b5306949803ce9d2461ba0d981ab0074","renamed","Model support and run documentation belongs with the top-level runnable example.","model_documentation","false"
"models/common/models/qwen25_72b/weight_utils.py","src/tt_transformers/models/qwen25_72b/weight_utils.py","9bcc71a776e3245bb73640351600adad4669d140","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen25_72b/weights.py","src/tt_transformers/models/qwen25_72b/weights.py","22fe6666c2794395839ed8b863e4b0dd07f90162","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen25_7b/__init__.py","src/tt_transformers/models/qwen25_7b/__init__.py","cd861b72109c2c1fb9ee60d593bc251e49e50425","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen25_7b/executor.py","src/tt_transformers/models/qwen25_7b/executor.py","d408feb37c317eff2b2f1d776b663a67112e2f7e","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen25_7b/generator.py","src/tt_transformers/models/qwen25_7b/generator.py","ace298acdb874d4afa87791f8ef97c3ea0cbbd8e","renamed","Mechanical move of model-owned implementation into the installed concrete-model package. Replace the runtime import of TTTv1 create_submeshes with tt_transformers.mesh_utils.","production_model","true"
"models/common/models/qwen25_7b/hf_adaptor.py","src/tt_transformers/models/qwen25_7b/hf_adaptor.py","f67ceaf876a104ec6beb7d507d1f421df1930979","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen25_7b/model.py","src/tt_transformers/models/qwen25_7b/model.py","69784b1b708de38da2d57d489d625470faeb2dda","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen25_7b/README.md","examples/qwen25_7b/README.md","ffb43813529c601b60139c52f73e531890bc2958","renamed","Model support and run documentation belongs with the top-level runnable example.","model_documentation","false"
"models/common/models/qwen25_7b/weight_utils.py","src/tt_transformers/models/qwen25_7b/weight_utils.py","62ecf0d9cfd14583e96e3b4e946caa3615693395","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen25_coder_32b/__init__.py","src/tt_transformers/models/qwen25_coder_32b/__init__.py","c951b892b9493e6655c86c1eca7cce3d6723e375","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen25_coder_32b/demo.py","examples/qwen25_coder_32b/smoke.py;tests/hardware/models/qwen25_coder_32b/test_smoke.py","2bb8240c112a6bff4098449ae343518566032fcd","split","Split the older hybrid smoke module into a distinct user smoke example and hardware characterization test; remove pytest and tests.* imports from the runnable surface without colliding with the fuller demo.","model_hybrid_demo","true"
"models/common/models/qwen25_coder_32b/executor.py","src/tt_transformers/models/qwen25_coder_32b/executor.py","58204f805de46981714abedc43e14bcca35a1b42","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen25_coder_32b/generator.py","src/tt_transformers/models/qwen25_coder_32b/generator.py","c8cba975ca91690eaca95ee91a4d3d724ed910a5","renamed","Mechanical move of model-owned implementation into the installed concrete-model package. Replace the runtime import of TTTv1 create_submeshes with tt_transformers.mesh_utils.","production_model","true"
"models/common/models/qwen25_coder_32b/hf_adaptor.py","src/tt_transformers/models/qwen25_coder_32b/hf_adaptor.py","341d7c6fabe9b9bfa72eaf4f26a0cc2e5afdf123","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen25_coder_32b/model.py","src/tt_transformers/models/qwen25_coder_32b/model.py","67d7a78cb598a78b25659814d94227e422410b1b","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen25_coder_32b/README.md","examples/qwen25_coder_32b/README.md","012ac37288d5f8cec572f377eae33ea1073b4e97","renamed","Model support and run documentation belongs with the top-level runnable example.","model_documentation","false"
"models/common/models/qwen25_coder_32b/weight_utils.py","src/tt_transformers/models/qwen25_coder_32b/weight_utils.py","342f13eaa1e96b4de5e41722655eadd5b4788383","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen3_32b/__init__.py","src/tt_transformers/models/qwen3_32b/__init__.py","bf778c5b575dab9a8bf2d964823dd3fbf00729f2","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen3_32b/demo.py","examples/qwen3_32b/smoke.py;tests/hardware/models/qwen3_32b/test_smoke.py","53a91f37b6dba40d9558216d7f253a38561bbef9","split","Split the older hybrid smoke module into a distinct user smoke example and hardware characterization test; remove pytest and tests.* imports from the runnable surface without colliding with the fuller demo.","model_hybrid_demo","true"
"models/common/models/qwen3_32b/executor.py","src/tt_transformers/models/qwen3_32b/executor.py","cb764125a871e85c515beca11850455df21f5cd4","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen3_32b/generator.py","src/tt_transformers/models/qwen3_32b/generator.py","45e353658ef6dd29fddaee92fbe95d9c48673735","renamed","Mechanical move of model-owned implementation into the installed concrete-model package. Replace the runtime import of TTTv1 create_submeshes with tt_transformers.mesh_utils.","production_model","true"
"models/common/models/qwen3_32b/hf_adaptor.py","src/tt_transformers/models/qwen3_32b/hf_adaptor.py","2b28398329500af2007b2f5fa678dc002d507528","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen3_32b/model.py","src/tt_transformers/models/qwen3_32b/model.py","051f7099ebb2072a6f9f42bb8c9163dc1c497fe2","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
"models/common/models/qwen3_32b/README.md","examples/qwen3_32b/README.md","6c009ce6ed61e0ccffbcc476095f8f0e71ce1cf9","renamed","Model support and run documentation belongs with the top-level runnable example.","model_documentation","false"
"models/common/models/qwen3_32b/weight_utils.py","src/tt_transformers/models/qwen3_32b/weight_utils.py","d61e031632a41edd852624344c5d1c0ddc0ac748","renamed","Mechanical move of model-owned implementation into the installed concrete-model package.","production_model","false"
